LOC_ID	Region	APORT_NAME	CITY	STATE	FAC_TYPE	ATCT_FLAG	HUB_SIZE	SYSYEAR	SCENARIO	AC	COMMUTER	T_ENPL	ITN_AC	ITN_AT	ATN_GA	_ITN_MIL	T_ITN	LOC_GA	LOC_MIL	T_LOC	T_AOPS	T_TROPS	TOT_BA
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2034	1	27041576	5114900	32156476	589248	5832	2491	65	597636	0	0	0	597636	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2035	1	27731509	5240859	32972368	600033	5915	2504	65	608517	0	0	0	608517	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2036	1	28425433	5367228	33792661	611060	5999	2516	65	619640	0	0	0	619640	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2037	1	29096899	5489777	34586676	621710	6084	2529	65	630388	0	0	0	630388	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2038	1	29763415	5611140	35374555	632412	6170	2542	65	641189	0	0	0	641189	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2039	1	30445666	5735397	36181063	643603	6257	2555	65	652480	0	0	0	652480	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2040	1	31156322	5864435	37020757	655594	6345	2568	65	664572	0	0	0	664572	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2041	1	31878843	5996285	37875128	668027	6435	2580	65	677107	0	0	0	677107	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2042	1	32618773	6131394	38750167	680994	6526	2593	65	690178	0	0	0	690178	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2043	1	33368687	6268012	39636699	694324	6618	2607	65	703614	0	0	0	703614	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2044	1	34138580	6408256	40546836	708283	6712	2620	65	717680	0	0	0	717680	0	3
SEA 	ANM	Seattle Tacoma Int`l	SEATTLE	WA	7	1	L	2045	1	34935121	6552831	41487952	722932	6804	2633	65	732434	0	0	0	732434	0	3
